vid,utter_id,sentence,label
Ses04M_impro02,47,[BREATHING],5
Ses04M_impro02,48,"I'm finding a way to make it work.  And I will go wherever you go.  Whatever I have to do, I will make this work.",5
Ses04M_impro02,49,"Look, I--",5
Ses04M_impro02,50,You're not really giving me a lot of options.,5
Ses04M_impro02,51,Where I'm going is not the safest place on the earth.  Okay.,5
Ses04M_impro02,52,But I'm supposed to be okay with you going there.,5
Ses04M_impro02,53,But I've been trained.  You have no training.,5
Ses04M_impro02,54,You have to.  Do you understand me?  You have to.,5
Ses04M_impro02,55,"Well I guess we're at a stalemate then, aren't we?",5
Ses04F_impro08,0,Hello.  Thank you for calling Dell Taco Corporate.  Can I help you?,0
Ses04F_impro08,1,"Yeah, um.  I have been trying to reach somebody who will refund, uh, my money.",5
Ses04F_impro08,2,"Um, I basically, um I- I ordered some food",2
Ses04F_impro08,3,um and everything was pretty much uh- uh- just not done right. All the orders were messed up.,5
Ses04F_impro08,4,"Okay.  Well, Did you go through the automated menu?  Most of your requests can be taken care of through that.",2
Ses04F_impro08,5,"Yes, I did and that didn't- I got through to, like, one operator and she sent me to like three others",5
Ses04F_impro08,6,Okay.  Well I'd be happy to-,2
Ses04F_impro08,7,"If you could just give me that, then I will leave you alone. And just- if i could also- What?",5
Ses04F_impro08,8,"Okay, sir.  I'd be happy to help you.",5
Ses04F_impro08,9,"Sir, can- can you tell me which branch you went to.  We can start there.",2
Ses04F_impro08,10,"Okay.  Um, and what was the complaint?",2
Ses04F_impro08,11,The food was prepared incorrectly.,5
Ses04F_impro08,12,I asked for no tomatoes.,5
Ses04F_impro08,13,"Can you be a little more specific, sir?",2
Ses04F_impro08,14,"Did you try to take them back and get your order fixed, sir?",5
Ses04F_impro08,15,"Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?",2
Ses04F_impro08,16,"It was a hundred a sixty dollars.  I'm sorry, uh, sixteen dollars.",2
Ses04F_impro08,17,"Okay.  Um, I'm going to go ahead and transfer you over to another department.  They'll need your address.",2
Ses04F_impro08,18,"Look, I don't want to be transferred over to another- All I want to do is just give you my name and address so you can send me a check.",3
Ses04F_impro08,19,"Okay.  You understand that's all I want. Just don't give me a problem with this.  Okay, please because I'm very sensitive right now",3
Ses04F_impro08,20,"and if I get sent to another operator, I'll have to tell them the same damn story again.  I don't- I think I'm just going to lose my mind.  So if you could please just not do that, that would be great.  Thank you.",3
Ses04F_impro08,21,"I understand, sir.  I will explain to them what the situa-",5
Ses04F_impro08,22,You don't understand because you've never gone to Del Taco and gotten the service that I've gotten.  You don't understand.,3
Ses04F_impro08,23,You're not going to call the other operator. You're not going to call the the other operator.,3
Ses04F_impro08,24,You're going to fill out a form on your desk,3
Ses04F_impro08,25,because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.,3
Ses04F_impro08,26,"Okay, sir.  They- they have to-",5
Ses04F_impro08,27,Sir.,5
Ses04F_impro08,28,"Sir, they have to take down your address at the other station.  I will transfer.  I will explain everything to them.  It will all be fine.  I promise.",5
Ses04F_impro08,29,What's your name?,5
Ses04F_impro08,30,Cindy?,5
Ses04F_impro08,31,Cindy?  Cindy what?,3
Ses04F_impro08,32,"Sir, I don't think my name is really relevant-",5
Ses04F_impro08,33,"Cindy, look.  If you don't get your ass a piece of paper that has a check",3
Ses04F_impro08,34,"attached to it and you don't send it to me, I'm going to get very upset.",3
Ses04F_impro08,35,"Alright, sir. Sir.  I'm going to transfer you to the address.",5
Ses04F_impro08,36,"Alright.  You know what, sir.  The customer is always right.",5
Ses04F_impro08,37,"You know what.  I- You know what? You know what? No, it's fine. it's fine it's fine You know what?",5
Ses04F_impro08,38,I will go ahead and I will take- I will take,5
Ses04F_impro08,39,"Hey, Cindy. Cindy, look I know this is not your fault.  Do whatever you want.",5
Ses04F_impro08,40,Send me to whatever operator. I just- You know what?  I'm just done.  I'm just done.  I've lost all hope.,5
Ses04F_impro08,41,"of getting my sixteen dollars back. It fine, no honestly.",5
Ses04F_impro08,42,"No, Cindy just don't even-look don't even.  Cuz I- look Cindy I know you don't care about me, okay.  I know that I'm just like another person who calls-",5
Ses04F_impro08,43,But I'm giving you what you want.,3
Ses04F_impro08,44,No it doesn't matter.  It's fine.  It's fine.  Just send me to the next operator.  That's fine.,5
Ses04F_impro08,45,"Okay.  If that's what you want, you want to go to the next person?",5
Ses04F_impro08,46,Okay.  Great.,5
Ses03M_impro02,0,Hey sweetie.,1
Ses03M_impro02,1,Hey.,1
Ses03M_impro02,2,Um.,0
Ses03M_impro02,3,"How's it- going?  Oh I'm so tired.  Oh, I just woke up. Mmm.",0
Ses03M_impro02,4,"Uh, -Um",1
Ses03M_impro02,5,Why the sad face?,0
Ses03M_impro02,6,they need me out there sooner than I thought,1
Ses03M_impro02,7,They want to deploy me next week.,1
Ses03M_impro02,8,For--,1
Ses03M_impro02,9,They said anywhere from two to three years.,1
Ses03M_impro02,10,Honey--,5
Ses03M_impro02,11,--need me on the specialist honey.,5
Ses03M_impro02,12,You can't.  We need you.  I need you.,5
Ses03M_impro02,13,"I don't want to go but,-",5
Ses03M_impro02,14,I don't care about the money.,5
Ses03M_impro02,15,but they said they'd increase my pay by triple-there promotion.,5
Ses03M_impro02,16,No.,1
Ses03M_impro02,17,Do this whole thing by myself?,1
Ses03M_impro02,18,Honey you're not going to be by yourself--,1
Ses03M_impro02,19,"We'll have internet set up, we'll get web cameras and everything.  My whole family's here too.",2
Ses03M_impro02,20,Carry her for nine months and then yes.,1
Ses03M_impro02,21,It's not the same thing.  It's not like having you here.,1
Ses03M_impro02,22,I can't do this.,1
Ses03M_impro02,23,"You can do it.  Alright?  You can, you can be strong, you can be strong for both of us alright?",2
Ses03M_impro02,24,I'm sick of being strong-- --for us.,1
Ses03M_impro02,25,I don't know what to do.,1
Ses03M_impro02,26,I don't want to - I don't- I don't want to go.,5
Ses03M_impro02,27,What am I supposed to do?,5
Ses03M_impro02,28,You can say no?,5
Ses03M_impro02,29,You know I can't say no.,1
Ses03M_impro02,30,You could.  You really could.  You could-- --get into another line of work.  I could start working after Anna's born?,5
Ses03M_impro02,31,The last guy who said no was fired.,5
Ses03M_impro02,32,I put in fifteen years in this job.,5
Ses03M_impro02,33,I know.,5
Ses03M_impro02,34,I'm so close.  Five more years and I retire-,5
Ses03M_impro02,35,and we'll have that happy life.,5
Ses03M_impro02,36,"and watch our child grow, see her take her first steps, her first words.",1
Ses03M_impro02,37,Honey after a year I can be back.,1
Ses03M_impro02,38,You said two years.,1
Ses03M_impro02,39,They want me there two years but I could probably get,1
Ses03M_impro02,40,maybe get some vacation-- --once it quiets down there.,1
Ses03M_impro02,41,A whole year? --We're not talking about like a couple months here.  I mean this is a whole year.,1
Ses03M_impro02,42,I know.  I know.  But they really need some good guys there.,1
Ses03M_impro02,43,What could happen in a year?,1
Ses03M_impro02,44,And this isn't the first time you know?  I mean you always...sending you off to different places and...,1
Ses03M_impro02,45,Well that's the kind of work I'm in honey.,1
Ses03M_impro02,46,I don't know if that's how I want to live my life.,1
Ses03M_impro02,47,It's just going to be--it's going to go faster than you think.,1
Ses03M_impro02,48,"Joe I'm serious I don't want to have to have a little girl to tell...asking every day where's daddy, where's daddy and have to tell her that he's away--",1
Ses03M_impro02,49,far away and he won't be here.,1
Ses03M_impro02,50,You tell her-- [BREATHING],1
Ses03M_impro02,51,I'm done.  I can't honey.,1
Ses03M_impro02,52,What do you mean?,1
Ses03M_impro02,53,It's over.,1
Ses03M_impro02,54,Honey I can't do it anymore.,1
Ses03M_impro02,55,I need you here.  Anna needs you.,1
Ses03M_impro02,56,So I have--you want me to choose between you guys or my career?,5
Ses03M_impro02,57,yeah.,1
Ses03M_impro02,58,What am I going to do?,5
Ses03M_impro02,59,"Priorities honey, priorities.",5
Ses03M_impro02,60,I want to--what am I going to do if I leave this job?,5
Ses03M_impro02,61,You're smart.  You could go back to school--,5
Ses03M_impro02,62,finish your Master's that you were started never finished.,5
Ses03M_impro02,63,Fine.  I'll see if I can talk to them.,5
Ses04M_impro08,0,Thank you for calling Sprint.  We care about everybody.  How can I help you?,5
Ses04M_impro08,1,Hi.  I've been on the phone for an hour trying to get a little discrepancy on my bill fixed.  I was charged for two hundred dollars worth of calls that I didn't make.,5
Ses04M_impro08,2,Are you sure you didn't make them?,2
Ses04M_impro08,3,I'm positive.  They came from like another state.,5
Ses04M_impro08,4,"Can I get your phone number, please?",5
Ses04M_impro08,5,"Uh. Yeah, I just gave it to the automated thing like five times.",5
Ses04M_impro08,6,I'm going to need it again.  I need to look at your file.  If you want me to look at your file--,5
Ses04M_impro08,7,Okay.  three two three six nine seven five zero six six.  Can we move on?,5
Ses04M_impro08,8,Okay.,2
Ses04M_impro08,9,"Umm, Miss Aruckman",2
Ses04M_impro08,10,I am seeing the two hundred dollar charge.,2
Ses04M_impro08,11,"Yes, and I've been through all of the menus, pushed one and star and pound and all of that stuff and I'm just trying to get through to a person who can",5
Ses04M_impro08,12,Well I'm looking at these.,5
Ses04M_impro08,13,"take off the charges that came from like Nebraska or wherever because, obviously, I didn't make those.",5
Ses04M_impro08,14,So can you please refund the mischarged charges,5
Ses04M_impro08,15,So you're saying that you didn't make these calls.,2
Ses04M_impro08,16,I did not make the calls from B.F.E. Nebraska.,5
Ses04M_impro08,17,"Well I mean, I'm supposed to use discretion in the situation and, um--",5
Ses04M_impro08,18,So could you discretion it back?,5
Ses04M_impro08,19,All I can do for you right now is give you a hundred dollars.,2
Ses04M_impro08,20,"Okay, but that's like half",5
Ses04M_impro08,21,What I can,2
Ses04M_impro08,22,of the money that I was charged that I didn't make those calls.,5
Ses04M_impro08,23,What I can do for you is give you a hundred dollars right now and fill out complaint form,2
Ses04M_impro08,24,which you- which you'll have to go into a local Verizon dealer--  or Sprint.,2
Ses04M_impro08,25,"Okay, no, look, I- I- I- I'm really -- I'm trying to be patient.  I know this isn't your fault.  I know that you didn't do it",5
Ses04M_impro08,26,"but, at the same time, I have been through an hour of little robot voices telling me what I needed to do.",5
Ses04M_impro08,27,"Ma'am, I understand that.",5
Ses04M_impro08,28,"Ma'am, I - I - I understand that. I understand that. What I can do for you right now is what I'm telling you is that I can do- I can give you a hundred dollars back and then you'll have to fill out a complaint form and then you'll get -- there'll be some investigation. Some men will show up at your house and go through your things.",5
Ses04M_impro08,29,Excuse me?,5
Ses04M_impro08,30,And then then you'll get some money back.,5
Ses04M_impro08,31,How long does that take?,5
Ses04M_impro08,32,A few weeks.  You won't even know that they were there.,2
Ses04M_impro08,33,I have to wait a few weeks for people come go through my things to get the money back that I didn't spend?,5
Ses04M_impro08,34,"Okay.  You know what?  I just don't feel like doing this anymore.  Um, you can have all the money back, two hundred dollar, right now.",5
Ses04M_impro08,35,"Yeah.  That's fine.  I just -- that's fine. Yeah, I mean, it doesn't make any difference to me.  I mean, it's not like it's going to cost my job or anything.",2
Ses04M_impro08,36,You're just going to put it back on my account.,2
Ses04M_impro08,37,"I mean, technically, that's policy.  But, like, I mean, I don't really care about -- nobody really cares about policy here.",2
Ses04M_impro08,38,Sure.,2
Ses04M_impro08,39,"Oh, my God, thank you so much.",0
Ses04M_impro08,40,You're welcome.,2
Ses04M_impro08,41,"I really appreciate this. I know it's not policy or whatever but, seriously",0
Ses04M_impro08,42,"No, no, no, it's cool.  It's cool.  It's cool.  So, um",2
Ses04M_impro08,43,make my life a lot easier.,0
Ses04M_impro08,44,"You know, so- I mean, are you doing anything later?  Or um",2
Ses04M_impro08,45,"Oh, I don't know.  I mean, I don't know.  I just thought, you know, maybe you want to get some co--I mean, I'm actually -- wait, where do you live?  Oh, you're in Los Angeles, I see.  Oh, no, that sucks 'cause I'm in, actually in Alabama.",2
Ses04M_impro08,46,"God, that's like a whole problem with like-- But, no, I mean, hey-- if you ever",2
Ses04M_impro08,47,"if you ever come out to Montgomery, I mean, you know, just -- just call up, you know, call up the operator and I'll-- I'll be here. So, um.",2
Ses04M_impro08,48,I'll,2
Ses04M_impro08,49,"call up the Sprint call center and, uh, you know. cool",2
Ses04M_impro08,50,Alright. Take Care.,2
Ses04M_impro08,51,You too.,2
Ses04F_script03_2,0,"As a matter of fact, the real cause of that row was Peter Burden.",2
Ses04F_script03_2,1,I knew nothing of the sort.  You took presents from him.,3
Ses04F_script03_2,2,You went out of your way to torture me over Peter Burden.,3
Ses04F_script03_2,3,You let him kiss you.  You said you did.,3
Ses04F_script03_2,4,What of it?,3
Ses04F_script03_2,5,What of it?,3
Ses04F_script03_2,6,What about me?,3
Ses04F_script03_2,7,"That's a nice point of view, I must say.",3
Ses04F_script03_2,8,"Oh, dear.  I'm bored with this conversation.",5
Ses04F_script03_2,9,No thanks.,5
Ses04F_script03_2,10,"I'll have some myself, I think.",2
Ses04F_script03_2,11,You can hardly call three liquor glasses in the whole evening going on and on and on.,5
Ses04F_script03_2,12,It's become a habit with you.,3
Ses04F_script03_2,13,"Oh, don't be so stupid.",3
Ses04F_script03_2,14,"Really, Amanda.",3
Ses04F_script03_2,15,What?,3
Ses04F_script03_2,16,Nothing.,3
Ses04F_script03_2,17,"Going somewhere, my dear?",3
Ses04F_script03_2,18,Just making myself fascinating for you.,5
Ses04F_script03_2,19,The woman's job is to allure the man.  Watch me a minute will you.,5
Ses04F_script03_2,20,"Oh, no it isn't",5
Ses04F_script03_2,21,It doesn't seem to have worked such wonders with you.,3
Ses04F_script03_2,22,"Snap, snap, snap like a little adder.",5
Ses04F_script03_2,23,Adders don't snap they sting.,3
Ses04F_script03_2,24,They sting.,3
Ses04F_script03_2,25,"I don't care, okay.  Do you understand?  I don't care.  I don't mind if they bark and roll about like hoops.",3
Ses04F_script03_2,26,Did you see much of Peter Burden after our divorce?,2
Ses04F_script03_2,27,"Yes, I did quite a lot.",3
Ses04F_script03_2,28,Mind your own business.,3
Ses04F_script03_2,29,You're quite insufferable.  I expect it's because you're drunk.,3
Ses04F_script03_2,30,I'm not in the least drunk.,3
Ses04F_script03_2,31,You always had a weak head.,3
Ses04F_script03_2,32,I think I mentioned once before that I had three minute liquor glasses of brandy the whole evening long.  A child of two couldn't get drunk on that.,5
Ses04F_script03_2,33,"On, the contrary.  A child of two could get violently drunk on only one glass of brandy.",3
Ses04F_script03_2,34,"Oh, shut up.",3
Ses04F_script03_2,35,"Not very funny, dear.  You'd better have some more brandy.",3
Ses04F_script03_2,36,Very good idea.  I will.,3
Ses04F_script03_2,37,Why?,3
Ses04F_script03_2,38,There is no one upstairs.  It's a photographer's studio.,3
Ses04F_script03_2,39,There are people downstairs I suppose.,3
Ses04F_script03_2,40,This is no time of year for Tunis.,3
Ses04F_script03_2,41,Very well if you insist on being boorish and idiotic.,3
Ses04F_script03_2,42,Turn it off.  It's driving me mad.,3
Ses04F_script03_2,43,You're far too temperamental.  Try to control yourself.,3
Ses04F_script03_2,44,"Go away, go away.  I hate you.",3
Ses04F_script03_2,45,"Amanda, listen.",3
Ses04F_script03_2,46,Listen? Listen indeed.  I'm sick and tired of listening to you.  You damn sadistic bully.,3
Ses04F_script03_2,47,Stop.,3
Ses04F_script03_2,48,Very amusing.,3
Ses04F_script03_2,49,"Stop, stop.  I hate you.  Do you hear?  You're conceited and overbearing and utterly impossible.",3
Ses04F_script03_2,50,"You're a vile tempered, loose living, wicked little beast. And I hope I never see you again as long as I live.",3
Ses04F_script03_2,51,"This is the end do you understand?  The end,",3
Ses04F_script03_2,52,You're not going like this.,3
Ses04F_script03_2,53,finally and forever,3
Ses04F_script03_2,54,"Oh, I am.  Let go of me.",3
Ses04F_script03_2,55,You're not.,3
Ses04F_script03_2,56,"Oh, I hate you. It's a good thing that I found out in time what you're really like. Marry you again?  Never, never, never.",3
Ses04F_script03_2,57,Shut up.  Shut up. I wouldn't marry you again if you came crawling to me on your bended knees.,3
Ses04F_script03_2,58,"You're a mean, evil minded, little tempered witch. I hope to God I never set eyes on you again as long as I live. Whore.",3
Ses04F_script03_2,59,I'd rather die in torment. Beast.  Brute.  Calf swine.,3
Ses01F_impro07,0,Did you get the letter?,4
Ses01F_impro07,1,"Yes.  There's a big envelope it says, you're in. I know.",4
Ses01F_impro07,2,Yeah. That is so awesome.,4
Ses01F_impro07,3,Oh my God. What are you going to do? [LAUGHTER],4
Ses01F_impro07,4,"Oh-Yeah, I bet you're really excited. Oh.  That's what loans are for?  Right? Exactly.",4
Ses01F_impro07,5,"I'm really excited.  Yeah. I don't know how I'm going to pay for anything, but... I also- Yeah.  Loans, too, yeah. I applied, though, for a bunch of grants and scholarships so I'm still waiting to hear on that.",4
Ses01F_impro07,6,"Oh.  Good, good.  That's awesome. Are you going to stay around here?  Or are you going to like get a different neighborhood- you going to move to a different neighborhood?",4
Ses01F_impro07,7,"Oh- I know, I know, I know, I know.",4
Ses01F_impro07,8,"I don't know.  I spend so much time commuting as it is, I'd rather.",4
Ses01F_impro07,9,This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.,4
Ses01F_impro07,10,I know. We should throw a party.,4
Ses01F_impro07,11,A rapper party ho. Yeah. Okay.,4
Ses01F_impro07,12,"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo.",4
Ses01F_impro07,13,It's a relief too. I mean I was thinking I was going to have to pack up all of my stuff but yeah. Hooray for U.S.C.,0
Ses01F_impro07,14,Yeah.  Big time.,4
Ses01F_impro07,15,Mmhmm. Mmhmm. Yay. So what major?  What are you doing?,4
Ses01F_impro07,16,Yeah.  I'm not sure.,4
Ses01F_impro07,17,Is this a Masters or a P.h.D.?  Or can you...? Nice,2
Ses01F_impro07,18,Umm...P.h.D. [LAUGHTER],4
Ses01F_impro07,19,"That's good.  Don't you have to like teach a class, too, when you do that?",2
Ses01F_impro07,20,"Teacher. Mrs. Nash, I have a question.",4
Ses01F_impro07,21,So I get to mold young minds. Mrs.?  That's my mother.,4
Ses01F_impro07,22,You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.,4
Ses01F_impro07,23,"I would be like- Oh. Right, right, right.",4
Ses01F_impro07,24,Yay...School's fun.,4
Ses01F_impro07,25,"Of course, right.  That's where the real money is, being a student.",2
Ses01F_impro07,26,That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.,0
Ses01F_impro07,27,"I know. I made such a mess of it, the entire time.  The last three things I've done, I've ruined everything, I think. Mm-hmm.  Yeah.",4
Ses01F_impro02,0,Did you get the mail? So you saw my letter?,1
Ses01F_impro02,1,Yeah.  I know.,1
Ses01F_impro02,2,"I don't understand.  You've already done so much, I don't know why do you have to go back.",1
Ses01F_impro02,3,I don't know.  I put in that. request too. They didn't...,1
Ses01F_impro02,4,"I guess, you know, everybody has to make sacrifices.",2
Ses01F_impro02,5,"There's people that have given more though, you know?",1
Ses01F_impro02,6,I just don't see how they can make you leave when you have a new baby - we have a new kid.,5
Ses01F_impro02,7,I know.,1
Ses01F_impro02,8,"There's babies over there, though, that need mothers.",2
Ses01F_impro02,9,I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.,1
Ses01F_impro02,10,"Just, you know, kicking myself.",1
Ses01F_impro02,11,things just aren't what they seem.,1
Ses01F_impro02,12,I know.,5
Ses01F_impro02,13,I just don't see why it has to be you.,1
Ses01F_impro02,14,"If not me then, who?",1
Ses01F_impro02,15,What am I going to do? Huh?,1
Ses01F_impro02,16,"You'll videotape everything, yeah?",1
Ses01F_impro02,17,Yeah.,1
Ses01F_impro02,18,"Maybe you can send it to me, like stream it, yeah?",1
Ses01F_impro02,19,Don't you guys have access to computers over there.,2
Ses01F_impro02,20,Last month--  Yeah.,1
Ses01F_impro02,21,I just don't know how I'm going to do it without you.,1
Ses01F_impro02,22,I have to find sitters.,2
Ses01F_impro02,23,I can't raise a baby by myself.  How?,1
Ses01F_impro02,24,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street.",1
Ses01F_impro02,25,I know.,2
Ses01F_impro02,26,And your mother is close by.,2
Ses01F_impro02,27,I'll send you lots of letters.,1
Ses01F_impro02,28,And I want lots and lots and lots of pictures.,1
Ses01F_impro02,29,It's just not fair.,5
Ses01M_impro02,0,"Hey, Joy come in here.",2
Ses01M_impro02,1,What's happening?,2
Ses01M_impro02,2,I have to go back.,1
Ses01M_impro02,3,I just got a letter I have to go back.,1
Ses01M_impro02,4,First thing tomorrow morning.,1
Ses01M_impro02,5,How...,5
Ses01M_impro02,6,How can they do that?,5
Ses01M_impro02,7,They said you're home for at least four years.,5
Ses01M_impro02,8,"I guess they can do it,",5
Ses01M_impro02,9,"The National Guard is I guess really spread thin and then everyone has to go.  We all have to go back, my whole companies going back.",1
Ses01M_impro02,10,[BREATHING],5
Ses01M_impro02,11,That's not fair.,5
Ses01M_impro02,12,"So yeah, we leave tomorrow...",1
Ses01M_impro02,13,[BREATHING],5
Ses01M_impro02,14,...we're all shipping out.,1
Ses01M_impro02,15,I just got I feel like I'm in shock actually.,1
Ses01M_impro02,16,I don't even know what to tell you.,1
Ses01M_impro02,17,I don't know.,1
Ses01M_impro02,18,What about the birthday party?,1
Ses01M_impro02,19,I guess you're just going to have to have it without me.,1
Ses01M_impro02,20,"Hey listen, it's going to be okay though, all right?",1
Ses01M_impro02,21,You're going to be fine.,1
Ses01M_impro02,22,"I'm going to be fine too, okay?",1
Ses01M_impro02,23,I know I have a good... I have a really good group of guys with me.,1
Ses01M_impro02,24,We're going to be okay.,1
Ses01M_impro02,25,You're going with the same ones?,1
Ses01M_impro02,26,Do promise me you're going to take a lot of pictures.,1
Ses01M_impro02,27,I know.,1
Ses01M_impro02,28,It's not the same though.,1
Ses01M_impro02,29,I just wish there was something I could do.,1
Ses01M_impro02,30,Run away?,1
Ses01M_impro02,31,Mm hmm.  We'll build a bunker and never come out.,1
Ses01M_impro02,32,"I really don't want to go, I don't want to go...",1
Ses01M_impro02,33,Don't say that.,1
Ses01M_impro02,34,I love you.,1
Ses04F_impro03,0,I have something to tell you.,4
Ses04F_impro03,1,What?  You seem so excited.,2
Ses04F_impro03,2,It's really exciting.  Don't you want to guess?,4
Ses04F_impro03,3,"Uh, you got a new car, a new house. Uh, a dog.",2
Ses04F_impro03,4,Look.,4
Ses04F_impro03,5,Yes.  He finally proposed.  I'm getting married.,4
Ses04F_impro03,6,Holy shit that's amazing.,4
Ses04F_impro03,7,I know. I'm so-,4
Ses04F_impro03,8,Congratulations.,4
Ses04F_impro03,9,Thank you. [LAUGHTER],4
Ses04F_impro03,10,"I'm invited, right.",4
Ses04F_impro03,11,You think. [LAUGHTER],4
Ses04F_impro03,12,"Well actually we were just talking about today and I don't really want to do like the traditional church thing, you know.  So we are going to get married in the meadow.",4
Ses04F_impro03,13,We're going to get married in the middle of a meadow. [LAUGHTER],4
Ses04F_impro03,14,"Everybody's going to come up. We're going to stay in all the pretty cabins up there and, um, everybody's going to have, you know, really flowery sort of naturey stuff.",0
Ses04F_impro03,15,So pretty.,4
Ses04F_impro03,16,Very Midsummer Night's wedding.,0
Ses04F_impro03,17,Thanks. Thanks a lot.  You're really helping the Excitement here. I hope no one dies.,4
Ses04F_impro03,18,"Okey Well- well-, you know what?  I was hoping that you would help",4
Ses04F_impro03,19,plan everything.  So then you can make sure that no one gets attacked by bears.,4
Ses04F_impro03,20,Yeah.  I'll help plan.,4
Ses04F_impro03,21,Yeah?,4
Ses04F_impro03,22,Really?,4
Ses04F_impro03,23,"Okay.  It's going to be in, like, six months.  So we don't have a really long time.",4
Ses04F_impro03,24,Why not browns?,2
Ses04F_impro03,25,"It's a light brown, tanish.",2
Ses04F_impro03,26,I just think browns are really what you want to go with.  I mean I think there's more contrast between brown and green than there is-,2
Ses04F_impro03,27,I know but you just asked me to-,2
Ses04F_impro03,28,"Come on.  Please will you do the greens and browns, just the browns for me?",5
Ses04F_impro03,29,Okay.  Fine.  So green and what?,2
Ses04F_impro03,30,Blue?,2
Ses04F_impro03,31,"Okay, fine. Greens and blues.",2
Ses04F_impro03,32,Greens and blues and maybe a little light yellow?,2
Ses04F_impro03,33,Yeah?,2
Ses04F_impro03,34,"Throw in a little- little, uh, trim in yellow.  Maybe some yellow flowers.",4
Ses04F_impro03,35,"Okay.  That sounds good. Um, and, uh, we're going to get like a five, uh, story cake, right?",2
Ses04F_impro03,36,"I mean, you know, you're going to have at least, like, two hundred and fifty people come.  So we're going to need, you know, just a huge buffet.",2
Ses04F_impro03,37,Yes.,4
Ses04F_impro03,38,"Fried chicken, mashed potatoes.",2
Ses04F_impro03,39,because you're going to take care of everything.  You're going to think of all the details that I forget.,4
Ses04F_impro03,40,Well I can't be in charge of this.  I mean I got things I got to do.,2
Ses04F_impro03,41,Well this is really exciting.  I mean- I just- I couldn't be happier right now.,4
Ses04F_impro03,42,I'm thrilled.  God.,4
Ses04F_impro03,43,Ha ha ha.,4
Ses04F_impro03,44,Ha ha.,4
Ses04F_impro03,45,Just ecstatic.  I can't believe you're my best friend,4
Ses04F_impro03,46,Just couldn't be any cooler.,4
Ses04F_impro03,47,"You're my best friend, we're growing up and now you're getting married. that's amazing",4
Ses04F_impro03,48,I know.  I've been waiting forever.  I can't believe it's finally happening.,4
Ses04F_impro03,49,Wow.  I just- I- I- I feel like I'm going to faint.,4
Ses04F_impro03,50,I'm so- all the blood,4
Ses04F_impro03,51,You don't look like you're going to faint.,4
Ses04F_impro03,52,"has just rushed to my head, and I, and I mean honestly.",4
Ses04F_impro03,53,I'm getting a little weak in the knees.,4
Ses04F_impro03,54,So- So when are you getting married Mr. Excited?,4
Ses04F_impro03,55,You haven't ruined it yet.,4
Ses04F_impro03,56,You really like,4
Ses04F_impro03,57,"I don't know.  Okay.  I mean gosh.  There's just- look there's a lot of pressure in getting married, okay.",2
Ses04F_impro03,58,You could make her that excited.  You really like her.  You guys have been together for a really long time now.,4
Ses04F_impro03,59,[LAUGHTER] That's more than I needed to know.,4
Ses04F_impro03,60,[laughter],4
Ses03M_script02_1,0,"Hey, what time is it?  This pokes around midnight right?  God this is great isn't it?",4
Ses03M_script02_1,1,Look at the night we got.  I wouldn't trade this for anything.,4
Ses03M_script02_1,2,You know actually I wanted to go a little further up the coast and get away from all the lights and people but I was afraid you'd miss it.  How are you doing?,4
Ses03M_script02_1,3,"Is that, is that, nah, is that just Paul?  I can't even tell.",4
Ses03M_script02_1,4,"But if I can't tell, it probably isn't them isn't it?  Probably would be unmistakable wouldn't you think?  How are you doing?",4
Ses03M_script02_1,5,"Oh, you know what I forgot?  I forgot my flashlight.  How could I be so stupid?  I should've brought my flashlight.",4
Ses03M_script02_1,6,Yes.,2
Ses03M_script02_1,7,"God.  Oh, you know what would be good right about now?  A six-pack.  A six-pack would be just the ticket.",4
Ses03M_script02_1,8,"I'm so stupid, I should've brought a six-pack.  God, I'm like a little kid.  It's amazing I get out of the house with my fly zipped up. Oh- [LAUGHTER]",4
Ses03M_script02_1,9,I wonder if they can hear us talk?  Or feel the vibrations in the sand when we move around?,4
Ses03M_script02_1,10,Do you want my jacket?,2
Ses03M_script02_1,11,"It's past eleven, let's go.",5
Ses03M_script02_1,12,There is no point in coming down here.,5
Ses03M_script02_1,13,That's my point.,5
Ses03M_script02_1,14,That's my point too...No.  No.  That's not my point.  My point is what's the point if we come down here if we just turn around and leave?,5
Ses03M_script02_1,15,"Honey, this is a natural phenomenon.  It only happens once a year.  I mean think about the people in Kansas, they would have to get hotel reservations and plane tickets to come and see this.  We're only forty minutes away.  This is too good to pass up.",4
Ses03M_script02_1,16,"Pass up what?  These fish swim up to shore, on the beach and then they flop around a little, they swim away and then they die.",5
Ses03M_script02_1,17,"Well this is like the highlight, the one night of their lives and that flopping around, that's laying eggs or spawning or mating or whatever you call it.",4
